duration,src_bytes,dst_bytes,count,srv_count,label
0.3903838028814744,3775,1247,5,66,0
0.7314528057601519,1469,1726,94,79,0
1.2140869768808549,840,1241,94,75,0
0.45197449896696235,216,2267,57,8,0
3.5677981382916997,2938,1466,17,26,0
3.282009864541398,1250,3043,47,51,0
0.2900612949922053,2031,2892,23,45,0
0.6876592784638472,1112,2731,79,44,0
0.3579304600790468,1764,1267,85,5,0
0.3352496763810817,1181,1590,14,70,0
0.03758447776552253,4829,2126,66,26,1
0.9404920709825931,612,3286,75,68,1
0.6985196328296385,2949,1495,51,19,0
0.05285108738039248,659,2436,38,84,0
0.32662592101036936,3772,3769,64,97,0
2.3888609510893404,4683,1569,98,20,0
0.27386055214207705,3443,1438,38,12,0
0.15653086098546976,4170,1906,50,47,0
0.6722721094736362,4899,1415,98,1,0
4.24403698261526,1570,549,82,90,0
0.2771448135597262,680,1730,30,14,0
1.1151550102972934,2394,560,79,64,0
1.4338876262394629,3247,3448,91,38,0
0.2713331723358058,4349,266,51,37,0
1.3027489284923162,1779,1374,63,11,0
0.458522799264304,3606,1205,98,77,0
1.0005037477317713,2844,1877,52,3,0
1.0038378271376383,3456,3191,38,33,0
0.7673852499523488,4145,3373,97,6,0
0.09462915881162096,1343,3536,88,50,0
1.803644794246297,3218,1860,79,10,0
0.3868102936673966,2241,2542,30,5,0
0.20643210660755654,3159,2973,51,23,0
0.0416297597943452,4648,1255,81,10,1
0.8937784045945835,3059,2264,5,44,1
1.1318517342673489,2365,140,29,2,0
0.01672694755847062,2579,763,4,13,0
0.7176305845494884,4746,1931,10,40,0
0.25682414705495765,1735,3652,56,2,0
1.036124341547692,1857,88,17,84,1
0.19160422253913376,4552,3247,74,65,0
1.174212527567719,2170,3572,17,63,0
0.4889587009811018,2949,222,84,73,0
2.760343817804307,3351,702,88,17,0
0.14794441343927894,3830,803,69,9,0
0.41713243399517175,2589,1293,34,75,0
0.12044428503699642,1731,3759,6,15,0
2.5861903971507236,2916,1131,53,24,1
2.098333707160994,1115,1733,66,38,1
0.2983273700614889,1448,2573,77,35,0
1.0787627390439145,4711,505,43,94,0
1.6994840726392213,3187,878,75,95,0
0.8101323606865081,2939,944,23,49,0
0.7542794101939461,435,1434,55,69,0
0.27687704543790315,4692,2008,80,62,0
0.09772614047494073,995,3122,95,60,0
2.275123225194523,3646,2484,75,50,0
2.3067744276484268,951,2046,16,78,0
1.0026699194828848,1787,2445,8,75,0
0.4140465098113239,2031,239,4,9,1
0.42956761581164393,3846,554,4,34,0
1.294465429727118,2527,1264,56,76,0
2.2740973491072523,1668,1581,25,99,1
2.1811325693966133,4100,3490,67,35,0
1.5135621919309032,2838,3530,96,1,1
